id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
7516,1,4,1,3,0,1,1,10,26.0,1
7517,1,3,1,1,1,2,0,10,152.0,8
7518,0,6,1,4,0,1,1,10,26.0,3
7519,0,4,1,3,1,1,0,10,124.0,4
7520,0,4,1,3,0,1,1,10,156.0,4
7521,1,3,1,4,1,2,0,10,152.0,5
7522,0,5,1,3,1,1,0,10,122.0,4
7523,1,3,1,3,0,1,1,10,156.0,0
7524,0,4,1,4,0,1,1,10,124.0,9
7525,1,3,1,1,1,2,0,10,152.0,6
7526,0,6,1,3,1,1,0,7,26.0,7
7527,1,4,1,3,0,1,1,10,26.0,5
7528,0,5,1,1,0,1,1,7,157.0,4
7529,1,3,1,1,0,2,1,10,152.0,2
7530,1,3,1,3,1,2,0,10,152.0,4
7531,0,6,1,4,0,1,1,10,26.0,4
7532,1,4,1,4,0,1,1,10,124.0,3
7533,0,5,1,4,1,1,1,10,124.0,5
7534,1,5,1,3,1,1,0,10,152.0,3
7535,1,3,1,2,1,2,0,10,152.0,4
7536,1,4,1,4,1,1,0,10,122.0,0
7537,0,3,1,3,0,1,1,10,154.0,5
7538,1,3,1,3,0,2,1,10,160.0,6
7539,0,4,1,3,1,1,0,10,23.0,7
7540,0,4,1,3,1,1,0,10,24.0,4
7541,0,4,1,4,0,1,1,10,138.0,4
7542,0,6,1,4,1,1,0,7,124.0,2
7543,0,3,1,4,1,2,0,10,152.0,2
7544,0,3,1,1,0,2,0,10,152.0,6
7545,0,3,1,4,0,2,0,10,152.0,9
7546,0,3,1,1,0,2,1,10,124.0,0
7547,0,3,1,3,1,1,1,10,56.0,0
7548,1,4,1,3,0,1,1,10,26.0,1
7549,1,3,1,4,1,2,0,10,160.0,8
7550,1,4,1,4,0,1,1,10,124.0,2
7551,0,3,1,1,1,2,0,10,160.0,2
7552,0,3,1,3,1,2,0,11,152.0,8
7553,1,3,1,2,1,2,0,10,152.0,8
7554,1,4,1,3,0,1,1,10,26.0,8
7555,0,3,1,4,1,2,0,10,152.0,2
7556,0,3,1,1,1,2,0,10,152.0,5
7557,0,5,1,3,0,1,1,10,156.0,4
7558,0,3,1,2,0,2,1,10,152.0,7
7559,0,3,1,3,1,2,0,10,152.0,1
7560,1,3,1,1,1,2,0,10,152.0,3
7561,0,4,1,4,1,1,0,11,154.0,3
7562,0,4,1,4,0,3,1,7,124.0,8
7563,1,3,1,3,0,2,1,10,124.0,8
7564,0,5,1,1,0,1,1,10,124.0,8
7565,1,4,1,3,0,1,1,10,122.0,7
7566,1,3,1,4,1,2,0,10,152.0,2
7567,1,3,1,2,0,2,1,10,26.0,9
7568,1,3,1,3,1,1,0,11,152.0,2
7569,1,3,1,3,0,1,1,10,26.0,4
7570,1,5,1,2,1,1,0,10,14.0,5
7571,0,4,1,2,0,1,1,7,26.0,9
7572,1,5,1,4,0,1,1,10,152.0,8
7573,0,3,1,3,1,2,0,10,152.0,3
7574,1,3,1,4,1,2,0,10,152.0,9
7575,1,3,1,2,1,2,0,9,152.0,0
7576,0,3,1,1,1,2,0,9,160.0,0
7577,0,4,1,1,0,3,1,7,26.0,1
7578,0,3,1,1,1,2,0,10,152.0,8
7579,0,3,1,3,0,1,1,10,155.0,9
7580,0,3,1,4,1,2,0,10,151.0,4
7581,0,4,1,3,0,3,1,10,26.0,4
7582,0,3,1,1,1,2,0,10,152.0,5
7583,0,4,1,3,1,1,1,7,156.0,6
7584,0,4,1,4,0,1,1,10,26.0,8
7585,0,4,1,1,0,1,1,7,26.0,4
7586,0,3,1,3,0,1,1,10,124.0,8
7587,0,5,1,3,0,3,1,11,26.0,5
7588,0,5,1,3,1,1,0,10,26.0,8
7589,0,3,1,4,1,2,0,10,152.0,3
7590,0,3,1,3,1,2,0,10,152.0,1
7591,1,4,1,2,0,1,1,10,131.0,2
7592,1,4,1,2,0,1,1,9,26.0,2
7593,0,4,1,4,1,1,0,10,124.0,6
7594,0,5,1,3,0,1,0,10,26.0,5
7595,0,3,1,1,0,2,1,10,160.0,4
7596,1,3,1,2,0,2,1,10,152.0,8
7597,0,4,1,3,0,1,1,10,26.0,8
7598,1,4,1,4,0,1,1,11,26.0,4
7599,1,4,1,4,0,1,1,10,124.0,3
7600,1,5,1,4,0,1,1,10,124.0,2
7601,0,4,1,1,0,1,1,10,26.0,4
7602,1,5,1,1,1,1,0,10,26.0,3
7603,1,3,1,2,1,2,0,10,152.0,3
7604,1,3,1,3,0,2,1,10,152.0,0
7605,1,3,1,2,1,2,0,10,152.0,2
7606,1,3,1,2,0,2,1,10,160.0,6
7607,1,4,1,3,0,1,1,7,132.0,7
7608,1,5,1,4,1,1,0,10,26.0,8
7609,0,4,1,3,0,1,1,10,124.0,0
7610,0,3,1,2,0,1,1,7,163.0,5
7611,1,3,1,3,1,2,0,7,160.0,1
7612,0,4,1,3,0,1,1,10,124.0,9
7613,0,4,1,3,1,1,0,10,8.0,8
7614,0,5,1,1,0,1,1,10,124.0,7
7615,0,3,1,3,1,2,0,10,152.0,8
7616,1,3,1,1,1,2,0,10,152.0,4
7617,1,3,1,3,0,2,0,10,152.0,9
7618,0,5,1,1,0,1,1,10,26.0,6
7619,0,3,1,4,1,2,1,10,157.0,7
7620,1,3,1,3,0,1,1,10,26.0,2
7621,0,3,1,3,1,2,0,10,152.0,7
7622,1,3,1,1,1,2,0,10,160.0,3
7623,0,4,1,4,0,1,1,10,26.0,9
7624,0,6,1,1,1,1,0,7,26.0,8
7625,0,3,1,4,1,2,0,10,152.0,1
7626,1,5,1,1,1,1,0,10,124.0,7
7627,1,4,1,3,0,1,1,10,124.0,2
7628,0,4,1,3,0,1,1,10,124.0,9
7629,0,5,1,1,1,1,0,10,124.0,0
7630,0,3,1,3,0,2,1,10,158.0,4
7631,0,5,1,3,0,1,1,10,26.0,4
7632,1,3,1,4,1,2,0,10,152.0,4
7633,0,3,1,1,0,2,1,10,160.0,4
7634,0,3,1,4,1,2,0,10,152.0,8
7635,1,5,1,1,1,1,0,10,23.0,5
7636,0,3,1,2,0,2,1,10,160.0,3
7637,0,3,1,2,1,2,0,10,152.0,5
7638,0,4,1,4,0,1,1,10,124.0,4
7639,0,5,1,2,1,1,0,10,26.0,8
7640,1,5,1,3,0,1,0,12,124.0,3
7641,1,3,1,3,1,2,0,10,152.0,8
7642,1,4,1,4,0,1,1,7,26.0,1
7643,1,3,1,3,1,2,0,10,152.0,2
7644,0,3,1,2,1,2,0,9,152.0,4
7645,1,3,1,3,1,2,0,10,152.0,2
7646,1,3,1,2,0,2,0,7,26.0,4
7647,0,3,1,1,1,2,0,10,152.0,9
7648,0,3,1,4,1,2,0,10,152.0,3
7649,1,3,1,2,1,2,0,10,152.0,4
7650,1,3,1,4,1,2,0,10,152.0,5
7651,1,3,1,4,1,2,0,7,160.0,7
7652,1,6,1,4,0,1,1,10,16.0,7
7653,0,4,1,3,1,1,0,7,122.0,8
7654,0,4,1,3,1,1,0,10,124.0,9
7655,1,4,1,3,1,1,0,10,124.0,3
7656,1,3,1,1,0,2,1,10,152.0,5
7657,0,4,1,3,0,3,1,10,124.0,6
7658,1,3,1,1,0,2,1,10,152.0,1
7659,0,3,1,4,1,1,0,11,26.0,1
7660,1,5,1,4,0,1,1,10,163.0,2
7661,0,5,1,3,1,1,0,10,26.0,3
7662,0,3,1,4,0,2,1,10,152.0,3
7663,0,5,1,3,0,1,1,10,124.0,3
7664,0,3,1,4,1,2,1,10,160.0,1
7665,0,3,1,1,0,2,1,10,26.0,9
7666,0,5,1,3,0,1,1,10,124.0,7
7667,1,3,1,4,1,2,0,10,26.0,2
7668,0,3,1,4,1,2,0,10,152.0,7
7669,0,3,1,4,1,2,0,10,152.0,5
7670,0,3,1,2,1,2,0,10,152.0,2
7671,1,5,1,3,0,1,1,10,26.0,6
7672,1,3,1,3,1,2,0,10,152.0,1
7673,0,3,1,4,0,1,1,10,156.0,4
7674,1,3,1,3,1,2,0,10,152.0,1
7675,1,3,1,4,0,1,1,7,154.0,8
7676,0,4,1,3,0,1,1,10,56.0,4
7677,0,3,1,2,1,1,1,7,124.0,2
7678,0,3,1,3,0,1,1,10,156.0,4
7679,1,3,1,4,1,2,0,10,152.0,3
7680,1,5,1,3,0,1,1,10,26.0,9
7681,1,5,1,3,0,1,1,11,26.0,1
7682,1,4,1,3,0,1,1,10,26.0,9
7683,1,3,1,4,1,2,0,10,152.0,6
7684,0,5,1,1,1,1,0,10,26.0,9
7685,0,5,1,3,0,1,1,10,26.0,1
7686,1,3,1,4,1,2,0,10,152.0,2
7687,0,4,1,3,0,1,1,10,26.0,5
7688,1,3,1,3,0,1,1,11,157.0,8
7689,1,3,1,4,1,2,0,10,152.0,2
7690,1,3,1,1,1,2,0,10,152.0,2
7691,0,3,1,2,1,2,0,10,152.0,4
7692,1,3,1,4,1,2,0,10,152.0,6
7693,0,3,1,1,0,2,1,10,152.0,6
7694,0,4,1,1,1,1,0,10,152.0,2
7695,0,5,1,3,0,1,1,10,30.0,9
7696,0,3,1,4,1,2,0,10,152.0,1
7697,0,4,1,3,1,1,0,10,124.0,0
7698,1,3,1,2,1,2,0,10,152.0,1
7699,0,3,1,3,1,2,0,10,160.0,7
7700,0,3,1,2,0,2,0,9,152.0,3
7701,0,3,1,4,1,2,0,10,152.0,4
7702,1,5,1,3,0,1,1,10,124.0,3
7703,0,4,1,1,0,1,1,10,124.0,5
7704,1,5,1,1,1,1,1,11,25.0,7
7705,0,4,1,1,0,1,1,10,124.0,9
7706,0,4,1,4,0,1,0,7,124.0,7
7707,0,3,1,4,0,2,1,10,152.0,7
7708,1,3,1,2,1,2,0,10,152.0,4
7709,1,3,1,1,0,2,0,10,152.0,3
7710,0,5,1,3,0,1,1,7,157.0,3
7711,0,5,1,4,0,1,1,7,124.0,0
7712,1,3,1,4,0,1,0,9,124.0,6
7713,0,3,1,4,0,2,1,10,152.0,6
7714,0,3,1,2,1,2,0,7,152.0,6
7715,0,3,1,1,1,2,0,10,152.0,8
7716,0,5,1,3,0,1,0,11,124.0,1
7717,1,5,1,3,1,1,0,10,152.0,5
7718,0,3,1,4,1,2,0,10,152.0,1
7719,1,5,1,4,1,1,0,7,124.0,8
7720,1,3,1,3,0,2,1,10,156.0,4
7721,1,6,1,3,1,1,0,10,26.0,1
7722,0,3,1,1,1,2,0,10,152.0,8
7723,0,3,1,2,1,2,0,10,152.0,3
7724,0,3,1,4,0,2,1,10,152.0,4
7725,0,3,1,4,1,2,0,10,152.0,4
7726,1,3,1,1,1,2,0,10,152.0,6
7727,0,5,1,4,1,1,0,7,26.0,8
7728,0,5,1,3,0,1,1,10,154.0,2
7729,0,3,1,4,0,2,0,10,152.0,1
7730,0,4,1,3,1,1,0,10,26.0,3
7731,1,6,1,3,1,1,0,11,120.0,2
7732,1,3,1,4,1,2,0,10,152.0,9
7733,1,3,1,3,1,2,0,10,151.0,3
7734,0,3,1,4,0,2,0,7,160.0,2
7735,0,4,1,3,1,1,0,11,26.0,9
7736,1,3,1,1,0,2,0,7,152.0,9
7737,1,3,1,2,1,2,0,10,152.0,9
7738,0,3,1,4,0,2,1,10,152.0,2
7739,1,5,1,3,0,1,1,10,26.0,8
7740,1,3,1,3,1,2,0,10,152.0,0
7741,0,6,1,1,0,1,1,7,124.0,4
7742,1,3,1,1,1,2,0,10,152.0,9
7743,0,4,1,3,0,1,1,7,124.0,8
7744,0,5,1,2,1,1,1,10,26.0,5
7745,0,5,1,2,0,1,1,10,124.0,6
7746,0,4,1,3,0,1,1,10,124.0,9
7747,0,5,1,2,1,1,1,10,26.0,7
7748,1,4,1,1,0,1,1,10,124.0,6
7749,1,3,1,1,0,1,1,10,124.0,7
7750,0,5,1,3,1,1,0,10,26.0,8
7751,1,3,1,2,1,2,0,10,152.0,5
7752,0,5,1,3,0,1,1,10,124.0,6
7753,0,5,1,3,0,3,1,10,26.0,4
7754,1,3,1,4,0,2,1,7,160.0,6
7755,0,4,1,3,0,3,1,10,26.0,8
7756,0,5,1,4,0,1,1,10,26.0,2
7757,0,3,1,1,1,2,0,10,152.0,5
7758,1,3,1,4,1,2,0,10,152.0,6
7759,0,4,1,3,0,1,0,10,163.0,2
7760,1,3,1,2,1,2,0,10,152.0,6
7761,0,4,1,3,0,1,1,10,4.0,8
7762,1,3,1,4,0,2,1,10,152.0,6
7763,0,4,1,3,1,1,0,10,26.0,0
7764,0,3,1,4,1,2,0,10,152.0,4
7765,1,4,1,3,0,1,1,10,26.0,7
7766,0,6,1,1,0,1,0,10,30.0,3
7767,1,3,1,4,1,2,0,10,152.0,8
7768,1,4,1,3,0,1,1,10,124.0,0
7769,1,3,1,3,0,2,1,10,152.0,5
7770,0,3,1,2,1,2,0,10,152.0,4
7771,0,5,1,4,0,1,0,10,26.0,9
7772,1,5,1,3,0,1,1,10,26.0,6
7773,0,5,1,3,0,1,1,10,26.0,5
7774,0,4,1,3,0,1,1,10,26.0,0
7775,1,4,1,4,0,1,1,10,154.0,5
7776,1,3,1,1,1,2,0,10,152.0,6
7777,1,3,1,3,0,1,1,7,124.0,2
7778,1,4,1,4,0,1,1,10,124.0,1
7779,1,3,1,4,0,2,1,10,152.0,2
7780,0,5,1,3,0,1,0,10,26.0,3
7781,1,4,1,3,0,1,1,7,156.0,3
7782,1,4,1,1,0,1,1,10,124.0,3
7783,0,3,1,3,1,2,0,9,152.0,1
7784,1,5,1,3,0,1,1,11,26.0,4
7785,1,4,1,1,1,1,0,10,124.0,8
7786,1,3,1,3,0,2,0,10,152.0,2
7787,0,3,1,3,0,2,1,10,152.0,7
7788,0,4,1,4,0,1,1,10,124.0,9
7789,0,3,1,4,0,1,1,10,154.0,5
7790,1,5,1,4,0,1,1,10,124.0,8
7791,0,5,1,2,0,3,1,10,26.0,9
7792,0,3,1,1,1,2,0,10,152.0,6
7793,0,4,1,3,0,1,1,10,26.0,1
7794,0,4,1,1,1,1,0,7,44.0,5
7795,1,3,1,3,1,2,0,10,152.0,8
7796,1,3,1,3,0,1,1,7,156.0,0
7797,0,5,1,1,0,1,0,10,124.0,9
7798,0,3,1,1,0,2,1,7,1.0,4
7799,0,3,1,1,1,2,0,10,152.0,9
7800,1,3,1,1,1,2,0,10,152.0,4
7801,0,3,1,1,0,1,0,10,26.0,6
7802,0,3,1,1,0,2,1,10,154.0,3
7803,1,3,1,4,0,2,1,10,152.0,6
7804,0,4,1,3,0,1,1,10,124.0,0
7805,0,4,1,3,0,1,1,7,157.0,7
7806,0,3,1,1,0,1,1,10,124.0,2
7807,1,4,1,3,1,1,0,10,14.0,3
7808,0,4,1,3,0,1,1,10,26.0,2
7809,1,3,1,2,1,2,0,10,152.0,2
7810,1,3,1,2,1,2,0,10,152.0,4
7811,0,3,1,3,0,1,1,10,154.0,8
7812,1,3,1,4,1,2,0,10,152.0,1
7813,1,5,1,3,0,1,1,10,26.0,0
7814,0,4,1,3,1,1,0,10,26.0,7
7815,0,3,1,2,1,2,0,9,152.0,2
7816,1,4,1,3,1,1,1,10,26.0,1
7817,0,3,1,3,1,2,0,10,152.0,2
7818,0,3,1,1,1,2,0,10,160.0,6
7819,1,3,1,4,0,1,1,11,124.0,0
7820,1,5,1,3,0,3,1,10,26.0,1
7821,0,5,1,3,0,1,1,10,26.0,1
7822,1,3,1,1,1,2,0,10,152.0,0
7823,1,3,1,1,1,2,0,10,152.0,2
7824,1,4,1,1,1,1,0,7,124.0,4
7825,0,4,1,3,1,1,0,10,122.0,7
7826,1,3,1,3,1,2,0,10,152.0,8
7827,0,5,1,3,0,1,1,7,124.0,8
7828,0,3,1,4,1,2,0,10,151.0,1
7829,1,3,1,4,0,1,0,10,124.0,3
7830,0,4,1,2,0,1,1,10,26.0,7
7831,0,4,1,3,0,1,1,10,154.0,9
7832,1,3,1,4,1,2,0,10,152.0,8
7833,0,6,1,3,1,1,0,10,25.0,4
7834,0,3,1,4,1,2,0,10,152.0,3
7835,1,3,1,3,0,2,1,7,152.0,4
7836,1,3,1,4,1,2,0,9,152.0,2
7837,0,3,1,4,1,2,0,10,152.0,5
7838,0,5,1,4,0,1,1,10,124.0,9
7839,0,4,1,3,0,1,1,10,26.0,1
7840,1,3,1,4,1,2,0,10,152.0,7
7841,0,4,1,3,0,1,1,10,124.0,4
7842,1,3,1,4,0,2,1,10,152.0,9
7843,0,3,1,4,0,2,1,7,152.0,4
7844,1,3,1,4,1,2,0,10,160.0,8
7845,0,3,1,1,1,2,0,11,152.0,4
7846,0,4,1,2,1,1,0,10,152.0,5
7847,0,4,1,3,0,3,1,11,124.0,4
7848,1,3,1,4,1,1,0,10,16.0,7
7849,0,3,1,4,1,2,0,10,152.0,8
7850,0,3,1,3,1,2,0,10,152.0,6
7851,0,4,1,1,1,1,0,10,30.0,6
7852,1,4,1,4,0,1,1,10,124.0,5
7853,1,4,1,3,0,1,1,10,26.0,7
7854,0,3,1,3,1,2,0,10,152.0,3
7855,1,3,1,4,1,2,0,10,152.0,1
7856,1,3,1,4,1,2,0,10,152.0,5
7857,0,3,1,4,1,2,0,10,152.0,2
7858,1,3,1,4,0,2,1,10,152.0,3
7859,0,3,1,2,1,2,0,10,152.0,9
7860,0,3,1,2,0,2,1,10,152.0,3
7861,1,5,1,3,0,1,1,10,26.0,6
7862,0,3,1,4,0,2,1,10,152.0,2
7863,1,3,1,3,0,1,1,10,124.0,2
7864,0,4,1,4,0,1,1,10,26.0,0
7865,0,4,1,1,0,1,1,10,124.0,4
7866,0,4,1,3,0,1,1,10,26.0,1
7867,0,3,1,2,1,2,0,10,152.0,9
7868,1,3,1,3,1,2,0,10,152.0,8
7869,0,3,1,4,1,1,0,10,152.0,2
7870,0,4,1,4,0,1,1,7,26.0,6
7871,0,4,1,3,0,1,1,7,157.0,7
7872,1,5,1,3,1,1,0,10,124.0,5
7873,1,4,1,3,0,1,1,10,26.0,2
7874,1,3,1,1,1,2,0,10,152.0,2
7875,0,3,1,4,0,1,1,10,154.0,8
7876,0,3,1,2,1,2,0,10,151.0,9
7877,0,5,1,1,1,1,0,10,124.0,7
7878,1,3,1,3,1,2,0,10,152.0,3
7879,1,3,1,1,0,2,1,9,154.0,1
7880,1,3,1,3,0,2,0,7,160.0,8
7881,0,3,1,4,1,2,0,9,152.0,1
7882,0,5,1,3,0,1,1,10,124.0,2
7883,0,5,1,3,0,1,1,10,124.0,9
7884,0,3,1,3,0,2,1,10,160.0,2
7885,1,6,1,3,1,1,1,7,26.0,0
7886,0,3,1,3,1,2,0,10,152.0,7
7887,1,6,1,4,1,1,0,10,124.0,9
7888,0,3,1,1,0,2,1,10,26.0,4
7889,1,3,1,4,1,2,0,10,152.0,8
7890,1,3,1,1,1,2,0,10,152.0,1
7891,1,4,1,4,0,1,1,10,26.0,3
7892,0,4,1,1,0,1,1,10,124.0,3
7893,0,3,1,3,0,2,1,10,124.0,5
7894,0,4,1,3,1,1,0,10,122.0,4
7895,0,5,1,3,0,3,1,10,122.0,5
7896,0,3,1,4,0,2,1,10,151.0,2
7897,1,3,1,1,1,2,0,10,152.0,4
7898,1,3,1,3,0,2,1,10,160.0,3
7899,0,4,1,3,0,1,1,7,156.0,6
7900,1,3,1,1,1,2,0,10,152.0,2
7901,0,3,1,4,1,2,0,7,152.0,8
7902,0,3,1,1,1,2,0,10,152.0,2
7903,0,5,1,1,1,1,0,10,124.0,8
7904,1,5,1,1,0,1,1,10,156.0,0
7905,0,4,1,3,1,1,0,10,152.0,1
7906,1,4,1,2,0,1,1,10,4.0,9
7907,0,3,1,4,1,2,0,10,152.0,9
7908,0,3,1,3,0,1,1,7,154.0,4
7909,1,5,1,4,0,1,1,7,15.0,3
7910,1,3,1,4,0,2,1,7,152.0,4
7911,0,3,1,4,1,2,0,10,152.0,4
7912,1,4,1,1,1,1,0,10,26.0,4
7913,1,5,1,3,0,1,0,10,157.0,0
7914,0,5,1,3,1,1,0,10,61.0,9
7915,1,5,1,4,0,1,1,10,136.0,7
7916,0,3,1,1,0,2,1,10,152.0,3
7917,0,3,1,4,1,2,0,10,160.0,3
7918,1,4,1,3,0,3,1,10,26.0,6
7919,0,3,1,1,1,2,0,10,152.0,7
7920,1,5,1,2,1,1,0,10,152.0,1
7921,1,3,1,3,0,1,1,10,147.0,2
7922,0,3,1,3,0,2,1,10,124.0,4
7923,1,4,1,4,1,1,0,10,113.0,4
7924,1,3,1,4,0,2,1,7,152.0,8
7925,0,5,1,3,1,1,0,10,26.0,9
7926,1,5,1,4,1,1,0,10,124.0,1
7927,0,4,1,3,0,1,1,10,163.0,7
7928,1,6,1,4,1,1,1,10,124.0,0
7929,0,4,1,3,0,1,1,7,156.0,4
7930,0,4,1,4,0,1,1,10,156.0,1
7931,0,3,1,1,1,2,0,10,151.0,5
7932,0,3,1,4,1,2,0,10,152.0,2
7933,0,4,1,1,0,1,1,10,26.0,5
7934,0,3,1,4,1,2,0,10,152.0,6
7935,0,3,1,1,1,2,0,10,152.0,2
7936,1,4,1,4,1,1,0,10,26.0,9
7937,0,5,1,3,0,3,1,10,124.0,8
7938,0,5,1,4,1,1,1,7,26.0,6
7939,1,6,1,4,1,1,0,7,124.0,6
7940,0,3,1,4,1,2,0,10,160.0,4
7941,1,3,1,4,1,2,0,10,152.0,9
7942,0,4,1,3,1,1,0,10,25.0,0
7943,1,4,1,1,0,1,1,10,124.0,0
7944,1,4,1,4,0,1,1,10,124.0,0
7945,0,5,1,3,1,1,0,11,124.0,5
7946,0,4,1,3,0,1,1,11,26.0,6
7947,0,3,1,1,0,2,1,10,152.0,3
7948,0,3,1,3,0,1,1,10,124.0,7
7949,0,3,1,3,0,2,1,10,152.0,9
7950,0,3,1,1,1,2,0,10,152.0,5
7951,0,4,1,3,1,1,0,10,29.0,8
7952,0,5,1,2,0,1,1,10,30.0,0
7953,0,5,1,4,0,1,1,10,124.0,6
7954,1,3,1,4,0,2,0,10,152.0,0
7955,0,3,1,4,0,2,1,7,160.0,3
7956,0,4,1,1,1,1,1,7,26.0,3
7957,0,3,1,4,0,2,1,10,152.0,5
7958,1,3,1,4,0,2,1,10,160.0,2
7959,0,4,1,3,0,1,1,7,124.0,5
7960,1,3,1,3,0,2,1,10,152.0,3
7961,0,3,1,4,1,2,0,11,152.0,1
7962,0,5,1,3,1,1,0,10,124.0,9
7963,1,4,1,1,0,1,0,10,124.0,2
7964,1,4,1,1,0,1,1,10,26.0,7
7965,1,3,1,1,0,2,1,10,152.0,0
7966,1,3,1,3,1,2,0,7,1.0,8
7967,1,4,1,1,1,1,0,10,124.0,8
7968,1,6,1,4,0,1,1,10,124.0,9
7969,0,5,1,2,0,3,1,10,26.0,8
7970,1,4,1,1,1,1,0,7,156.0,8
7971,1,5,1,4,0,1,1,10,124.0,3
7972,1,3,1,3,0,1,0,7,156.0,9
7973,0,4,1,1,0,3,1,7,26.0,7
7974,0,5,1,4,1,1,0,10,124.0,0
7975,1,3,1,4,0,2,1,7,160.0,0
7976,0,4,1,4,0,1,1,7,26.0,8
7977,0,3,1,4,1,2,0,10,152.0,4
7978,1,3,1,2,1,2,0,10,152.0,3
7979,1,3,1,4,1,2,0,10,152.0,1
7980,0,3,1,4,1,2,0,7,160.0,2
7981,1,5,1,1,0,1,0,10,124.0,7
7982,1,3,1,3,1,2,0,10,152.0,6
7983,0,3,1,1,0,2,1,10,124.0,0
7984,0,3,1,3,0,1,1,10,124.0,3
7985,0,6,1,4,1,1,0,10,26.0,6
7986,1,4,1,1,0,1,1,10,124.0,7
7987,0,4,1,3,0,1,1,7,124.0,5
7988,0,4,1,4,0,1,1,9,26.0,2
7989,0,3,1,1,0,2,1,10,152.0,1
7990,0,4,1,3,0,1,1,10,124.0,7
7991,0,3,1,2,1,2,0,10,152.0,7
7992,0,3,1,4,0,2,1,10,152.0,2
7993,1,3,1,4,1,2,0,10,152.0,9
7994,0,3,1,4,1,2,0,10,152.0,4
7995,1,5,1,3,0,1,1,10,8.0,7
7996,0,4,1,4,0,1,1,10,124.0,4
7997,0,5,1,4,0,1,1,10,124.0,9
7998,1,3,1,4,1,2,0,10,152.0,7
7999,1,4,0,3,1,1,0,10,26.0,4
8000,0,5,1,3,0,1,1,10,124.0,5
8001,1,4,1,4,0,1,1,10,124.0,7
8002,1,5,1,3,1,1,0,10,60.0,3
8003,1,4,1,3,0,1,1,10,26.0,3
8004,0,4,1,2,0,1,1,10,120.0,3
8005,1,3,1,1,0,2,1,10,152.0,7
8006,0,4,1,4,0,1,1,10,26.0,5
8007,1,4,1,3,0,1,1,10,26.0,4
8008,0,5,1,3,0,1,1,10,55.0,6
8009,1,3,1,2,1,2,0,10,152.0,8
8010,0,4,1,3,0,3,1,10,124.0,6
8011,0,4,1,4,0,1,1,10,124.0,6
8012,0,3,1,4,0,2,0,10,152.0,8
8013,0,3,1,1,1,1,0,10,124.0,4
8014,0,4,1,3,0,1,1,7,26.0,5
8015,0,3,1,4,0,2,1,10,124.0,9
8016,0,3,1,3,0,2,1,10,152.0,4
8017,1,4,1,1,0,1,1,7,26.0,4
8018,1,3,1,4,1,2,0,10,152.0,8
8019,1,4,1,3,1,1,0,10,26.0,5
8020,0,3,1,1,0,2,1,7,156.0,0
8021,0,3,1,1,1,2,0,10,152.0,6
8022,0,4,1,3,1,1,0,7,122.0,4
8023,1,3,1,2,0,2,1,7,152.0,5
8024,0,4,1,2,1,1,0,10,26.0,3
8025,0,5,1,3,0,3,1,10,26.0,2
8026,1,4,1,3,0,1,0,10,26.0,5
8027,1,3,1,4,0,1,1,7,156.0,1
8028,0,4,1,4,0,1,1,10,163.0,0
8029,1,4,1,3,1,1,0,10,26.0,3
8030,0,6,1,1,0,1,1,10,124.0,0
8031,0,3,1,4,0,2,1,10,152.0,1
8032,1,5,1,3,0,1,1,10,124.0,7
8033,0,5,1,2,0,1,1,7,124.0,2
8034,0,3,1,3,1,1,0,7,160.0,6
8035,0,5,1,3,1,1,0,10,26.0,9
8036,0,3,1,1,1,2,0,10,152.0,8
8037,1,4,1,3,0,1,1,10,124.0,2
8038,0,3,1,1,0,2,1,7,124.0,0
8039,0,6,1,4,1,1,0,10,124.0,4
8040,0,3,1,4,0,2,0,10,160.0,3
8041,0,4,1,3,0,1,1,10,163.0,4
8042,0,5,1,4,0,1,0,7,26.0,1
8043,1,4,1,1,1,1,0,10,124.0,2
8044,1,3,1,2,0,2,0,10,152.0,9
8045,1,3,1,2,1,2,0,7,152.0,4
8046,0,4,1,3,0,3,1,10,26.0,3
8047,1,4,1,3,0,1,1,7,124.0,1
8048,0,3,1,3,1,2,0,10,152.0,8
8049,1,4,1,4,0,2,0,7,1.0,5
8050,1,3,1,3,1,2,0,10,152.0,1
8051,0,5,1,4,1,1,0,7,122.0,1
8052,1,4,1,4,0,1,1,10,124.0,7
8053,0,4,1,1,0,1,1,10,156.0,8
8054,0,4,1,3,0,1,1,7,163.0,9
8055,1,3,1,2,1,2,0,7,152.0,2
8056,0,5,1,2,0,1,1,10,154.0,9
8057,0,5,1,3,1,1,0,10,26.0,2
8058,1,3,1,4,1,2,1,10,160.0,7
8059,1,5,1,3,0,1,1,7,156.0,9
8060,1,3,1,2,1,2,0,10,152.0,6
8061,1,4,1,2,0,1,1,10,157.0,8
8062,1,3,1,4,0,2,1,10,152.0,3
8063,0,4,1,1,1,1,0,10,124.0,1
8064,0,5,1,1,0,3,1,7,163.0,6
8065,1,4,1,3,0,1,0,11,124.0,4
8066,1,3,1,4,1,2,0,10,152.0,2
8067,0,4,1,4,0,1,1,10,124.0,9
8068,0,3,1,3,1,2,1,7,152.0,7
8069,0,4,1,4,0,1,1,7,124.0,4
8070,1,3,1,4,1,2,0,10,152.0,2
8071,0,4,1,1,0,1,0,10,124.0,9
8072,1,3,1,1,1,2,1,10,152.0,5
