id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
14921,1,5,1,3,1,1,0,10,26.0,7,0
14922,0,6,1,2,0,1,1,10,26.0,2,0
14923,1,3,1,4,1,2,0,10,152.0,9,0
14924,1,3,1,2,1,2,0,7,160.0,5,0
14925,0,4,1,3,0,1,1,10,26.0,9,1
14926,1,3,1,4,1,2,0,10,152.0,3,0
14927,1,3,1,3,0,2,1,10,124.0,4,1
14928,0,3,1,3,1,2,0,10,152.0,8,0
14929,1,4,1,3,0,1,1,10,124.0,4,1
14930,1,3,1,4,1,2,0,10,152.0,4,0
14931,1,3,1,2,1,2,0,9,152.0,5,0
14932,1,3,1,1,1,2,1,9,160.0,8,0
14933,1,3,1,4,1,2,0,7,152.0,8,0
14934,0,3,1,3,0,1,1,10,124.0,5,1
14935,1,5,1,2,1,1,0,7,26.0,4,0
14936,0,4,1,3,0,1,1,11,26.0,7,0
14937,0,4,1,3,0,1,1,11,124.0,5,0
14938,0,5,1,4,0,1,1,10,26.0,9,0
14939,1,4,1,3,0,1,1,10,122.0,3,1
14940,1,6,1,3,1,1,0,9,152.0,2,0
14941,1,4,1,1,0,1,1,10,124.0,2,0
14942,1,3,1,2,1,2,0,10,152.0,8,0
14943,0,3,1,3,1,2,0,10,152.0,5,0
14944,0,3,1,1,1,2,0,9,152.0,8,0
14945,0,4,1,4,1,1,0,10,152.0,5,0
14946,1,3,1,3,1,2,0,11,152.0,5,0
14947,1,3,1,4,0,2,1,10,26.0,5,1
14948,0,3,1,4,0,2,1,7,152.0,1,0
14949,0,3,1,4,1,2,1,10,152.0,5,0
14950,1,3,1,4,1,2,0,10,152.0,5,0
14951,1,4,1,1,0,1,1,7,156.0,8,0
14952,0,4,1,3,0,1,1,10,26.0,3,0
14953,0,3,1,4,1,2,0,10,152.0,6,0
14954,1,3,1,3,0,2,1,10,152.0,8,0
14955,1,3,1,3,1,2,0,10,160.0,5,0
14956,1,4,1,3,0,1,1,10,124.0,8,1
14957,0,3,1,4,0,2,1,10,152.0,4,1
14958,1,3,1,3,0,2,1,10,160.0,3,0
14959,0,5,1,3,0,1,1,10,26.0,8,0
14960,0,3,1,2,1,2,0,7,152.0,8,0
14961,1,3,1,3,1,2,0,10,152.0,2,0
14962,0,6,1,3,0,1,1,10,26.0,9,0
14963,1,5,1,1,1,1,0,11,122.0,0,0
14964,1,3,1,3,1,2,0,10,152.0,4,0
14965,0,4,1,4,0,1,1,7,26.0,6,0
14966,0,4,1,3,1,1,0,7,26.0,4,0
14967,0,4,1,1,0,1,1,10,26.0,0,1
14968,1,3,1,3,0,1,1,10,26.0,4,0
14969,0,4,1,4,0,1,1,10,26.0,3,1
14970,1,4,1,4,1,1,0,10,124.0,1,0
14971,1,3,1,4,1,2,0,9,152.0,5,0
14972,0,4,1,4,1,1,0,10,124.0,6,0
14973,0,4,1,1,0,3,1,7,26.0,5,1
14974,1,3,1,1,1,2,0,10,152.0,9,0
14975,1,5,1,1,1,1,0,10,26.0,1,0
14976,1,4,1,4,0,1,1,10,124.0,1,1
14977,1,3,1,2,1,2,0,10,152.0,4,0
14978,1,5,1,3,1,1,1,10,26.0,1,0
14979,1,5,1,3,0,1,1,10,30.0,8,0
14980,0,3,1,4,0,2,1,10,26.0,0,0
14981,1,3,1,1,1,2,0,10,152.0,0,0
14982,0,6,1,3,0,1,1,11,122.0,0,0
14983,0,4,1,3,1,1,0,10,124.0,7,1
14984,0,4,1,3,0,1,1,10,26.0,6,1
14985,0,3,1,2,1,2,0,7,152.0,5,0
14986,1,5,1,3,0,1,1,11,124.0,1,0
14987,0,5,1,3,0,1,1,10,124.0,9,0
14988,0,4,1,4,0,3,1,10,124.0,9,0
14989,0,4,1,3,1,1,1,10,26.0,1,0
14990,1,4,1,3,1,1,0,10,124.0,9,0
14991,1,5,1,3,0,1,1,10,154.0,8,0
14992,1,3,1,2,1,2,0,10,152.0,9,0
14993,0,3,1,4,1,2,0,10,152.0,9,0
14994,1,4,1,3,0,3,1,7,26.0,5,0
14995,1,3,1,3,1,2,0,7,152.0,1,0
14996,0,5,1,3,0,3,1,7,26.0,4,1
14997,1,3,1,4,1,2,0,10,152.0,8,0
14998,0,4,1,3,1,3,1,10,157.0,5,0
14999,0,3,1,3,1,1,0,10,152.0,5,0
15000,1,4,1,4,0,1,1,10,11.0,2,1
15001,1,3,1,2,1,2,0,10,160.0,1,0
15002,1,3,1,1,1,2,0,9,152.0,8,0
15003,0,3,1,1,1,2,0,10,152.0,0,0
15004,0,5,1,3,0,3,1,10,26.0,2,1
15005,0,4,1,3,1,1,0,10,26.0,2,0
15006,1,4,1,3,0,1,1,10,124.0,2,0
15007,0,4,1,2,1,1,0,10,124.0,8,0
15008,0,3,1,3,1,2,0,10,152.0,8,0
15009,0,3,1,4,1,2,0,10,152.0,0,0
15010,0,4,1,4,0,1,1,10,21.0,5,1
15011,0,4,1,3,0,1,0,10,26.0,5,0
15012,1,4,1,4,1,1,0,10,8.0,4,0
15013,0,4,1,4,1,1,0,10,26.0,5,0
15014,0,5,1,3,0,1,1,10,158.0,7,0
15015,0,3,1,2,1,2,0,10,152.0,3,0
15016,0,5,1,3,1,1,0,7,26.0,6,0
15017,1,3,1,1,1,2,0,10,152.0,4,0
15018,1,3,1,4,1,2,0,10,152.0,2,0
15019,0,6,1,3,0,1,0,10,124.0,1,0
15020,0,5,1,3,1,1,0,10,26.0,2,0
15021,1,5,1,3,0,3,1,10,26.0,6,0
15022,1,4,1,4,0,1,1,7,26.0,6,0
15023,0,5,1,3,1,1,0,10,26.0,5,0
15024,1,3,1,4,1,2,0,7,152.0,7,0
15025,0,5,1,4,0,1,1,9,26.0,8,0
15026,1,3,1,1,0,2,0,10,151.0,2,0
15027,0,4,1,3,1,1,0,10,31.0,0,0
15028,0,5,1,3,1,1,0,11,26.0,0,0
15029,0,5,1,3,0,1,1,10,124.0,6,0
15030,0,3,1,3,1,2,0,10,152.0,4,0
15031,0,5,1,3,0,1,1,7,145.0,6,0
15032,1,3,1,4,1,2,0,7,160.0,9,0
15033,1,4,1,4,0,3,1,10,124.0,1,1
15034,0,3,1,4,1,2,0,10,152.0,1,0
15035,0,5,1,3,0,1,1,11,122.0,4,1
15036,0,4,1,3,0,1,1,10,26.0,5,0
15037,0,4,1,3,0,1,1,10,26.0,7,1
15038,0,3,1,4,1,1,0,7,15.0,9,0
15039,0,3,1,2,1,2,0,10,152.0,4,0
15040,1,4,1,3,0,1,1,7,157.0,3,0
15041,0,5,1,4,0,1,1,7,21.0,1,1
15042,1,3,1,4,1,2,0,10,152.0,2,0
15043,0,3,1,2,1,2,0,10,152.0,8,0
15044,0,5,1,1,0,1,1,7,157.0,5,1
15045,1,3,1,3,1,2,0,11,152.0,0,0
15046,1,3,1,4,0,1,1,7,156.0,4,1
15047,1,5,1,3,0,1,1,10,26.0,4,0
15048,0,3,1,3,0,2,0,10,152.0,2,0
15049,0,4,1,4,0,1,1,10,26.0,2,1
15050,0,3,1,3,1,2,0,10,152.0,7,0
15051,0,3,1,1,1,2,0,10,152.0,4,0
15052,1,3,1,1,0,2,1,7,152.0,0,0
15053,0,3,1,4,1,2,0,10,152.0,0,0
15054,0,4,1,3,0,1,1,10,26.0,3,0
15055,1,4,1,2,0,1,0,7,1.0,2,0
15056,0,4,1,3,1,1,0,10,26.0,7,0
15057,1,4,1,3,0,1,1,10,26.0,6,0
15058,1,3,1,3,1,2,0,10,160.0,2,0
15059,0,5,1,3,0,1,1,7,124.0,0,1
15060,0,4,1,3,0,1,1,7,26.0,7,0
15061,0,3,1,3,1,2,0,10,152.0,3,0
15062,0,4,1,3,0,3,1,10,124.0,2,1
15063,0,4,1,1,1,1,0,7,152.0,1,0
15064,0,3,1,1,1,2,0,10,160.0,7,0
15065,1,4,1,1,0,1,1,7,26.0,9,1
15066,0,5,1,2,0,1,1,10,124.0,7,0
15067,1,3,1,3,1,2,0,10,152.0,3,0
15068,0,3,1,3,1,2,0,7,152.0,0,0
15069,0,5,1,1,1,1,0,10,124.0,7,0
15070,0,5,1,2,1,1,0,7,152.0,5,0
15071,1,6,1,3,0,1,1,10,26.0,0,0
15072,1,3,1,1,0,2,1,10,152.0,0,0
15073,1,5,1,3,1,1,0,10,24.0,0,0
15074,1,4,1,3,0,1,1,10,26.0,8,1
15075,1,3,1,1,0,2,1,10,160.0,1,0
15076,0,3,1,3,1,2,0,10,152.0,4,0
15077,0,3,1,2,1,2,0,10,152.0,3,0
15078,1,4,1,2,0,1,1,7,156.0,6,0
15079,1,4,1,2,0,1,1,10,8.0,2,0
15080,1,3,1,3,1,2,0,10,152.0,2,0
15081,1,4,1,4,1,1,0,10,26.0,6,0
15082,1,3,1,4,1,2,0,10,152.0,8,0
15083,0,4,1,4,0,1,1,10,163.0,9,1
15084,0,3,1,3,0,1,0,11,124.0,9,0
15085,0,6,1,3,1,1,0,10,157.0,6,0
15086,1,4,1,2,1,1,0,10,122.0,3,0
15087,0,5,1,1,0,1,1,10,154.0,7,0
15088,0,5,1,3,1,1,0,10,124.0,2,0
15089,0,6,1,3,0,3,1,10,26.0,4,1
15090,1,4,1,3,0,1,1,10,124.0,5,1
15091,1,4,1,3,0,3,1,10,122.0,3,0
15092,0,3,1,4,1,2,0,10,152.0,8,0
15093,1,6,1,3,1,1,0,10,124.0,2,0
15094,1,4,1,3,1,1,0,10,24.0,6,0
15095,1,3,1,4,0,2,1,10,152.0,0,0
15096,0,4,1,3,0,1,0,10,26.0,6,0
15097,0,6,1,1,0,3,1,10,13.0,9,0
15098,1,5,1,4,0,1,1,10,124.0,2,0
15099,1,3,1,3,1,2,0,11,152.0,8,0
15100,0,5,1,4,1,1,0,10,26.0,9,0
15101,0,3,1,3,1,2,0,10,152.0,9,0
15102,0,4,1,3,0,1,1,10,26.0,1,1
15103,0,3,1,4,0,2,0,10,152.0,5,0
15104,0,5,1,4,0,1,1,7,26.0,9,1
15105,0,4,1,4,0,1,1,10,64.0,1,0
15106,0,3,1,4,0,2,1,10,152.0,2,0
15107,0,3,1,4,1,1,0,10,11.0,2,0
15108,0,3,1,4,1,1,0,9,122.0,7,0
15109,0,4,1,4,0,1,1,7,26.0,4,0
15110,1,3,1,4,1,2,1,10,160.0,4,0
15111,1,5,1,1,0,1,0,7,26.0,4,0
15112,1,3,1,1,1,2,0,10,152.0,9,0
15113,0,4,1,3,0,1,1,10,26.0,2,0
15114,0,5,1,1,1,1,1,7,156.0,9,0
15115,1,3,1,1,1,2,0,10,152.0,5,0
15116,0,5,1,4,1,1,0,7,26.0,3,0
15117,1,3,1,1,1,2,0,10,152.0,2,0
15118,0,4,1,3,1,1,0,10,152.0,4,0
15119,1,6,1,3,0,1,1,11,26.0,4,0
15120,1,3,1,4,1,2,0,10,152.0,1,0
15121,0,3,1,1,1,2,0,10,160.0,8,0
15122,0,5,1,2,0,1,1,7,26.0,6,0
15123,1,3,1,2,1,2,0,9,152.0,3,0
15124,0,4,1,4,0,1,1,7,124.0,5,1
15125,0,4,1,4,0,1,1,10,124.0,6,0
15126,1,3,1,2,1,2,0,10,152.0,1,0
15127,0,3,1,3,0,2,1,10,152.0,6,0
15128,0,6,1,3,0,1,1,10,26.0,8,0
15129,0,4,1,3,1,1,0,10,26.0,9,0
15130,0,4,1,4,0,1,1,7,156.0,6,0
15131,0,3,1,4,1,2,0,10,160.0,7,0
15132,1,3,1,3,0,2,1,11,124.0,4,0
15133,1,5,1,3,0,1,1,10,26.0,6,1
15134,0,3,1,3,1,2,0,10,152.0,2,0
15135,0,3,1,3,0,2,1,10,26.0,7,0
15136,1,3,1,1,0,2,1,10,152.0,1,1
15137,1,4,1,4,1,1,0,10,8.0,1,0
15138,0,3,1,1,1,2,0,10,152.0,5,0
15139,0,3,1,2,1,1,0,10,124.0,8,0
15140,0,5,1,1,1,1,0,10,26.0,7,0
15141,1,3,1,4,1,2,0,10,152.0,4,0
15142,0,4,1,1,1,1,0,10,7.0,2,0
15143,0,5,1,3,1,1,0,10,7.0,8,0
15144,1,4,1,1,0,1,1,10,11.0,6,0
15145,1,3,1,3,1,2,0,10,152.0,9,0
15146,1,4,1,3,1,1,0,10,15.0,2,0
15147,0,5,1,4,0,1,1,11,26.0,5,0
15148,0,3,1,3,0,2,1,10,152.0,1,1
15149,0,4,1,4,0,1,0,10,124.0,8,0
15150,0,3,1,1,0,2,1,10,160.0,4,0
15151,0,3,1,3,0,1,1,10,26.0,9,1
15152,0,3,1,4,1,1,0,10,124.0,4,0
15153,1,3,1,4,0,2,0,7,160.0,9,0
15154,0,4,1,3,1,1,1,7,156.0,1,0
15155,0,3,1,3,0,1,1,10,122.0,9,1
15156,0,3,1,3,0,1,0,10,124.0,1,0
15157,0,5,1,3,1,1,0,10,26.0,3,0
15158,0,4,1,3,1,1,0,10,124.0,8,0
15159,0,4,1,2,0,1,1,10,124.0,2,1
15160,1,3,1,4,1,2,0,10,152.0,7,0
15161,1,4,1,1,1,1,0,10,152.0,8,0
15162,1,4,1,3,0,1,1,7,163.0,3,1
15163,0,6,1,3,1,1,0,7,26.0,8,0
15164,0,5,1,3,0,1,1,10,152.0,9,0
15165,1,3,1,3,0,1,1,10,158.0,2,0
15166,1,5,1,3,1,1,0,10,26.0,7,0
15167,1,4,1,2,0,1,1,7,157.0,2,1
15168,1,3,1,4,0,2,1,10,152.0,5,1
15169,1,3,1,4,0,2,1,10,160.0,2,0
15170,0,4,1,1,0,1,1,10,124.0,3,0
15171,0,5,1,4,1,1,0,10,11.0,9,0
15172,0,3,1,1,1,2,0,10,152.0,6,0
15173,0,5,1,2,0,1,1,7,26.0,1,0
15174,0,3,1,4,1,2,0,10,152.0,3,0
15175,1,3,1,2,0,2,1,10,152.0,7,0
15176,1,3,1,1,1,2,0,10,152.0,9,0
15177,0,3,1,3,1,2,0,10,151.0,8,0
15178,1,4,1,2,0,1,1,10,157.0,1,1
15179,1,3,1,3,0,2,1,10,160.0,7,0
15180,1,3,1,3,1,2,0,10,152.0,4,0
15181,0,4,1,3,1,1,0,10,26.0,1,0
15182,0,5,1,2,0,1,1,7,26.0,7,1
15183,0,3,1,3,1,2,0,10,152.0,5,0
15184,1,3,1,4,1,2,0,10,152.0,8,0
15185,0,5,1,1,1,1,0,10,26.0,7,0
15186,0,3,1,2,0,2,1,9,160.0,6,0
15187,0,4,1,3,1,1,0,10,26.0,3,0
15188,0,3,1,3,0,1,1,7,124.0,1,1
15189,0,4,1,4,1,1,0,10,124.0,0,0
15190,0,4,1,3,0,1,1,10,124.0,2,1
15191,0,5,1,4,1,1,0,10,124.0,8,0
15192,0,3,1,3,0,2,1,10,160.0,6,0
15193,1,3,1,2,1,2,0,9,152.0,4,0
15194,0,3,1,4,0,2,1,10,152.0,7,0
15195,0,3,1,1,0,2,1,10,160.0,9,0
15196,0,3,1,4,1,2,0,10,152.0,2,0
15197,0,3,1,1,1,2,0,10,152.0,8,0
15198,1,4,1,3,0,1,1,10,124.0,9,1
15199,1,5,1,3,0,1,1,10,26.0,6,1
15200,0,3,1,4,1,2,0,9,152.0,3,0
15201,1,3,1,1,1,2,0,10,160.0,5,0
15202,0,5,1,4,1,1,0,7,124.0,9,0
15203,0,3,1,2,0,2,1,10,152.0,9,0
15204,0,6,1,4,1,1,0,7,26.0,8,0
15205,0,3,1,1,1,2,0,10,152.0,6,0
15206,0,3,1,1,1,2,0,10,152.0,5,0
15207,1,3,1,4,0,2,1,10,152.0,9,0
15208,0,5,1,2,0,1,1,7,26.0,2,0
15209,0,5,1,3,1,1,0,10,26.0,4,0
15210,1,5,1,2,0,1,0,7,24.0,1,0
15211,1,4,1,2,0,1,1,10,26.0,3,0
15212,1,3,1,4,1,2,0,11,152.0,4,0
15213,0,3,1,1,0,2,1,10,152.0,7,0
15214,1,3,1,4,1,2,0,10,152.0,9,0
15215,1,3,1,4,0,2,1,10,152.0,5,0
15216,0,3,1,1,1,2,0,10,152.0,8,0
15217,1,3,1,1,0,2,1,10,152.0,8,0
15218,0,5,1,3,0,1,1,10,26.0,4,0
15219,0,3,1,4,1,2,0,10,152.0,9,0
15220,1,3,1,4,1,2,0,10,152.0,6,0
15221,1,6,1,1,0,1,1,10,26.0,7,0
15222,1,5,1,3,0,1,1,11,124.0,7,0
15223,1,3,1,2,0,2,1,7,152.0,8,0
15224,1,5,1,3,1,1,0,10,124.0,8,0
15225,1,3,1,1,1,2,0,10,160.0,6,0
15226,1,3,1,3,1,2,0,10,152.0,7,0
15227,0,3,1,4,1,2,0,10,152.0,8,0
15228,1,3,1,3,0,1,1,10,152.0,6,0
15229,1,3,1,1,1,2,0,10,152.0,3,0
15230,1,3,1,1,1,2,0,10,152.0,7,0
15231,0,3,1,1,1,2,0,10,152.0,3,0
15232,0,4,1,4,0,1,1,7,26.0,5,1
15233,1,3,1,1,0,2,1,10,152.0,9,0
15234,1,6,1,3,0,1,1,10,157.0,2,0
15235,0,4,1,3,0,1,0,10,26.0,4,0
15236,1,3,1,2,1,2,0,10,160.0,1,0
15237,0,3,1,3,1,2,0,10,152.0,6,0
15238,0,5,1,4,0,1,1,10,124.0,2,0
15239,1,4,1,3,0,1,1,7,156.0,7,1
15240,1,4,1,1,0,1,1,10,25.0,2,0
15241,1,5,1,4,0,1,1,7,124.0,8,0
15242,1,3,1,1,1,2,0,10,152.0,6,0
15243,0,5,1,3,0,1,1,9,26.0,3,0
15244,0,5,1,4,0,1,1,10,26.0,2,0
15245,0,4,1,1,0,1,1,10,26.0,3,0
15246,0,3,1,4,0,2,0,10,152.0,8,0
15247,0,3,1,3,1,2,0,10,152.0,4,0
15248,0,6,1,3,1,1,0,7,124.0,2,0
15249,1,3,1,4,1,2,0,10,160.0,3,0
15250,1,5,1,3,1,1,0,10,26.0,5,0
15251,0,3,1,4,0,2,1,10,152.0,9,0
15252,0,3,1,4,0,2,0,10,152.0,4,0
15253,0,3,1,1,0,2,1,10,124.0,4,1
15254,1,3,1,3,0,2,0,10,152.0,5,0
15255,0,4,1,1,0,1,1,10,124.0,8,1
15256,1,4,1,3,0,1,1,10,124.0,1,0
15257,0,5,1,3,1,1,0,7,13.0,5,0
15258,1,4,1,3,0,1,1,7,26.0,1,1
15259,1,4,1,4,1,1,0,9,152.0,6,0
15260,0,5,1,3,0,1,1,10,26.0,1,1
15261,0,5,1,3,1,1,0,10,13.0,8,0
15262,1,5,1,3,0,1,1,10,26.0,1,0
15263,0,4,1,1,0,1,1,10,124.0,3,0
15264,0,3,1,1,1,1,0,10,124.0,9,0
15265,0,3,1,1,0,1,1,7,26.0,7,1
15266,0,4,1,3,0,1,1,10,122.0,0,0
15267,0,3,1,1,1,2,0,7,151.0,9,0
15268,1,3,1,2,1,2,0,10,152.0,7,0
15269,0,3,1,3,0,2,1,10,163.0,4,0
15270,1,3,1,2,1,2,0,10,152.0,9,0
15271,0,3,1,4,1,2,0,10,26.0,2,0
15272,1,3,1,3,0,2,1,7,163.0,1,0
15273,1,3,1,3,0,2,0,10,152.0,5,0
15274,1,5,1,3,0,1,1,11,122.0,9,0
15275,0,4,1,3,0,1,1,7,26.0,8,0
15276,0,3,1,4,1,2,1,10,152.0,3,0
15277,1,3,1,1,1,2,0,11,160.0,5,0
15278,0,3,1,4,1,2,0,7,152.0,8,0
15279,0,4,1,1,0,1,1,10,124.0,2,1
15280,1,5,1,4,0,1,1,10,124.0,9,0
15281,0,3,1,4,1,2,0,10,152.0,2,0
15282,0,3,1,1,0,2,0,10,152.0,8,0
15283,0,3,1,3,0,2,1,9,152.0,0,0
15284,1,4,1,1,0,1,1,10,4.0,5,1
15285,0,4,1,3,0,1,1,10,61.0,4,0
15286,0,4,1,4,1,1,0,10,11.0,5,0
15287,0,4,1,3,1,1,0,10,26.0,0,0
15288,0,3,1,2,0,2,1,10,152.0,3,1
15289,0,4,1,2,0,1,1,10,26.0,9,0
15290,0,3,1,4,1,2,0,10,152.0,6,0
15291,0,3,1,2,1,2,0,7,1.0,3,0
15292,1,3,1,2,1,2,0,10,152.0,5,0
15293,0,3,1,1,1,2,0,10,152.0,8,0
15294,1,3,1,4,0,1,1,10,156.0,7,1
15295,0,4,1,3,0,1,1,7,124.0,6,0
15296,1,3,1,4,0,2,1,10,152.0,7,0
15297,0,3,1,4,1,2,0,7,160.0,0,0
15298,0,4,1,4,0,1,1,10,26.0,1,0
15299,0,4,1,4,0,1,1,10,31.0,7,1
15300,1,3,1,2,0,2,1,10,152.0,1,0
15301,1,4,1,1,0,1,1,7,26.0,4,1
15302,0,4,1,4,0,1,1,7,157.0,3,1
15303,0,4,1,4,0,1,1,9,124.0,6,1
15304,0,4,1,3,0,1,1,10,124.0,5,1
15305,1,4,1,1,0,1,1,10,124.0,5,1
15306,1,5,1,3,0,1,1,7,26.0,9,1
15307,1,3,1,4,1,2,0,10,26.0,6,0
15308,1,3,1,3,1,2,0,7,160.0,7,0
15309,0,4,1,1,1,1,0,10,29.0,2,0
15310,0,4,1,3,0,1,1,10,156.0,4,0
15311,0,4,1,4,1,1,0,10,26.0,6,0
15312,1,4,1,4,0,1,1,10,157.0,6,1
15313,0,3,1,4,1,2,0,10,152.0,6,0
15314,1,4,1,4,0,1,1,10,124.0,3,0
15315,1,3,1,1,1,1,0,7,157.0,2,0
15316,0,3,1,2,0,2,0,10,152.0,3,1
15317,0,3,1,3,0,1,1,10,124.0,4,0
15318,1,3,1,2,1,2,0,10,152.0,8,0
15319,0,6,1,3,0,1,1,10,122.0,1,0
15320,1,5,1,3,0,3,1,10,3.0,7,1
15321,0,6,1,3,0,3,1,10,26.0,1,0
15322,0,5,1,1,0,1,0,10,152.0,2,0
15323,0,5,1,3,0,1,1,10,26.0,0,1
15324,0,4,1,1,0,1,1,7,154.0,9,1
15325,0,3,1,3,1,2,0,10,152.0,3,0
15326,0,4,1,1,0,1,0,9,124.0,2,0
15327,1,5,1,3,0,1,1,10,152.0,9,0
15328,0,6,1,3,0,1,1,10,124.0,3,0
15329,0,3,1,3,1,2,0,9,152.0,4,0
15330,1,4,1,4,1,1,0,10,124.0,1,0
15331,1,4,1,1,0,1,1,10,154.0,1,1
15332,0,4,1,1,1,1,0,10,26.0,1,0
15333,1,4,1,4,0,1,1,10,124.0,5,1
15334,0,3,1,1,0,2,0,7,152.0,4,0
15335,1,4,1,3,0,1,1,11,26.0,2,0
15336,1,3,1,4,1,2,0,10,152.0,3,0
15337,0,4,1,3,1,1,0,10,24.0,5,0
15338,0,3,1,4,0,2,1,10,152.0,1,0
15339,0,5,1,4,1,1,0,10,124.0,8,0
15340,0,3,1,1,0,2,1,10,152.0,2,0
15341,1,3,1,2,0,2,0,10,152.0,4,0
15342,1,3,1,3,0,1,1,10,124.0,4,1
15343,1,5,1,3,0,1,1,10,124.0,6,1
15344,0,4,1,3,0,1,1,10,124.0,1,0
15345,0,3,1,1,0,2,1,10,152.0,3,0
15346,0,4,1,1,0,1,1,7,156.0,7,0
15347,0,4,1,1,1,1,0,10,124.0,3,0
15348,0,3,1,1,1,2,0,10,160.0,8,0
15349,0,3,1,3,0,2,1,10,26.0,4,0
15350,1,3,1,4,1,2,0,10,152.0,5,0
15351,0,5,1,4,1,1,0,7,15.0,8,0
15352,1,5,1,4,1,1,0,7,152.0,9,0
15353,0,4,1,2,0,1,1,7,26.0,2,0
15354,1,5,1,4,0,1,0,7,15.0,5,0
15355,1,4,1,4,0,1,1,7,157.0,1,0
15356,0,4,1,3,0,1,1,10,26.0,8,1
15357,1,3,1,3,0,2,1,10,152.0,2,1
15358,0,5,1,4,0,1,1,7,124.0,5,1
15359,1,3,1,4,1,2,0,10,152.0,3,0
15360,1,3,1,4,1,2,0,10,152.0,2,0
15361,0,3,1,4,1,2,0,10,152.0,0,0
15362,1,3,1,4,1,2,0,10,26.0,2,0
15363,1,3,1,2,0,2,1,10,152.0,7,0
15364,0,3,1,4,1,2,0,10,152.0,7,0
15365,0,4,1,3,1,1,0,10,124.0,8,0
15366,0,3,1,1,1,2,0,10,152.0,4,0
15367,1,3,1,3,0,2,1,10,152.0,1,0
15368,1,3,1,2,1,2,0,10,152.0,5,0
15369,0,3,1,2,1,2,0,10,152.0,4,0
15370,0,3,1,3,0,2,0,10,156.0,6,0
15371,0,4,1,3,0,1,1,10,124.0,2,1
15372,1,3,1,3,0,2,1,10,152.0,1,1
15373,0,3,1,3,1,2,0,10,152.0,6,0
15374,0,3,1,1,1,2,0,10,152.0,3,0
15375,1,5,1,4,0,1,1,10,26.0,0,1
15376,0,5,1,3,0,1,1,7,122.0,7,1
15377,0,5,1,3,0,1,1,10,26.0,8,0
15378,0,3,1,2,0,1,1,7,154.0,6,0
15379,1,3,1,1,1,2,0,10,152.0,3,0
15380,0,5,1,3,0,3,1,10,26.0,2,0
15381,0,5,1,1,0,1,1,7,156.0,1,0
15382,0,4,1,3,0,1,1,10,52.0,5,0
15383,0,4,1,4,0,1,1,9,124.0,5,1
15384,0,4,1,3,0,1,1,10,154.0,1,0
15385,1,3,1,2,1,2,0,10,160.0,6,0
15386,1,3,1,4,0,2,1,10,152.0,2,0
15387,0,3,1,3,0,2,1,10,26.0,5,0
15388,1,3,1,1,1,2,0,10,152.0,7,0
15389,1,3,1,3,1,2,0,10,152.0,9,0
15390,1,5,1,3,1,1,0,9,124.0,6,0
15391,0,4,1,3,0,1,1,10,26.0,1,0
15392,0,4,1,3,1,1,0,10,156.0,8,0
15393,0,5,1,1,0,1,1,10,26.0,6,1
15394,1,3,1,3,0,3,1,10,26.0,8,1
15395,0,3,1,4,1,2,0,10,152.0,9,0
15396,1,3,1,2,0,2,1,7,152.0,9,0
15397,0,3,1,4,1,2,0,10,152.0,5,0
15398,0,4,1,3,0,1,1,10,7.0,0,1
15399,1,3,1,1,1,2,0,10,152.0,3,0
15400,0,3,1,3,0,1,1,10,26.0,6,0
15401,0,3,1,4,1,2,0,9,152.0,1,0
15402,0,4,1,3,0,1,1,10,122.0,9,0
15403,0,5,1,4,0,1,1,7,15.0,4,1
15404,0,4,1,3,0,1,1,10,124.0,5,1
15405,0,4,1,4,1,1,0,10,8.0,1,0
15406,0,4,1,3,0,1,1,10,124.0,5,1
15407,1,5,1,4,1,1,0,7,26.0,0,0
15408,0,3,1,4,1,2,0,10,152.0,0,0
15409,1,3,1,4,1,2,0,10,152.0,6,0
15410,0,4,1,1,1,1,0,7,124.0,7,0
15411,1,4,1,3,0,1,1,10,26.0,5,0
15412,0,5,1,3,1,1,0,11,26.0,7,0
15413,0,4,1,4,0,1,1,10,124.0,3,1
15414,0,5,1,3,1,1,0,10,26.0,3,0
15415,0,3,1,1,1,2,0,10,152.0,3,0
15416,0,5,1,4,1,1,0,10,124.0,8,0
15417,0,5,1,3,1,1,0,10,26.0,5,0
15418,0,3,1,4,1,2,0,10,152.0,9,0
15419,0,3,1,1,0,2,1,10,154.0,4,0
15420,1,3,1,1,1,2,0,10,152.0,3,0
15421,1,4,1,4,0,1,1,9,11.0,8,0
15422,0,3,1,4,1,2,0,10,152.0,1,0
15423,1,3,1,2,0,2,1,10,152.0,2,0
15424,1,3,1,1,0,2,1,10,152.0,2,0
15425,1,3,1,4,1,2,0,10,152.0,5,0
15426,1,3,1,3,1,2,0,7,152.0,5,0
15427,0,3,1,3,1,2,0,10,152.0,5,0
15428,0,3,1,3,0,2,1,10,124.0,5,0
15429,0,6,1,3,1,1,0,7,26.0,3,0
15430,1,5,1,3,0,1,1,10,124.0,1,0
15431,1,3,1,3,1,2,0,10,152.0,7,0
15432,1,5,1,1,0,1,1,7,156.0,1,0
15433,0,4,1,3,0,1,1,10,26.0,8,0
15434,0,4,1,4,1,1,0,10,124.0,6,0
15435,1,4,1,3,0,1,1,7,124.0,5,1
